sep=;
"";"id";"title";"category"
"1000";"SCCS1562";"Children over 10 hunt";"Household, Labour, Gender"
"1001";"SCCS1266";"Temporal Control Codes for the Occurrence of Famine";"Subsistence, Health"
"1002";"SCCS1314";"Children Clear Land with Other Kids: Primary Crop";"Household, Labour, Gender"
"1003";"SCCS1294";"Children 6 to 10 Planting: Primary Crop";"Household, Labour, Gender"
"1004";"SCCS1700";"Pathogen: Wound Opportunistic Yaws";"Ritual, Ecology, Health"
"1005";"SCCS611";"Relative Ease of Remarriage";"Gender"
"1006";"SCCS607";"(No Male) Multiple Spouses";"Gender"
"1007";"SCCS537";"Number of Participants: Boys";"Childhood, Life cycle, Ritual"
"1008";"SCCS1725";"Possibility for Peaceful Territorial Expansion";"Subsistence, Kinship, Politics"
"1009";"SCCS1176";"Divorce Causes - Politics: Theft";"Marriage"
"1010";"SCCS33";"Childhood Pain Infliction";"Infancy, Childhood"
"1011";"SCCS1670";"Reliability of Individual Aggression Ratings-homicide (Var. 1665)";"Warfare, Politics"
"1012";"SCCS1361";"Crop Supervision: Primary Crop";"Household, Labour, Gender"
"1013";"SCCS1686";"Reliability of Threat of Famine Ratings (Var. 1683)";"Warfare, Politics"
"1014";"SCCS597";"(No) Double Standard in Regard to Extramarital Sex";"Gender"
"1015";"SCCS1610";"Children Tend Fires along with Other Children";"Household, Labour, Gender"
"1016";"SCCS1315";"Children Prepare Soil with Other Kids: Primary Crop";"Household, Labour, Gender"
"1017";"SCCS1288";"Children under 6 Crop Tending: Primary Crop";"Household, Labour, Gender"
"1018";"SCCS360";"Sex of Non-parents in Residence: Late Girl";"Childhood, Life cycle"
"1019";"SCCS1641";"Children over 10 Carry Water";"Household, Labour, Gender"
"1020";"SCCS1705";"Pathogen: Tick Vector Spirochetes";"Ritual, Ecology, Health"
"1021";"SCCS421";"Sex of Principal Non-parental Educators: Early Boys";"Childhood, Life cycle"
"1022";"SCCS492";"Warmth and Affection of Caretakers - Overall: Aver";"Childhood, Life cycle"
"1023";"SCCS1678";"Socially Organized Trespass";"Warfare, Politics"
"1024";"SCCS358";"Sex of Non-parents in Residence: Early Girl";"Childhood, Life cycle"
"1025";"SCCS72";"Intercommunity Marriage";"Settlement, Community"
"1026";"SCCS1317";"Children Tend Crops with Other Kids: Primary Crop";"Household, Labour, Gender"
"1027";"SCCS539";"Sexes of Participants: Boys";"Childhood, Life cycle, Ritual"
"1028";"SCCS1640";"Children 6 to 10 Carry Water";"Household, Labour, Gender"
"1029";"SCCS1496";"Children 6 to 10 Herd Large Animals";"Household, Labour, Gender"
"1030";"SCCS1441";"Adult Preference in Crop Tending: Secondary Crop";"Household, Labour, Gender"
"1031";"SCCS359";"Sex of Non-parents in Residence: Late Boy";"Childhood, Life cycle"
"1032";"SCCS60";"General Indulgence, Early Childhood - Modifiers of General Scale Types";"Infancy, Childhood"
"1033";"SCCS103";"Food Collection: Fowling (sexual division of labor)";"Economy, Labour"
"1034";"SCCS906";"Did Members of the Society Expect Violence to Solve Their Problems?";"Warfare, Politics"
"1035";"SCCS535";"Duration of Initiation Ceremony: Boys";"Childhood, Life cycle, Ritual"
"1036";"SCCS346";"Importance of Non-parent in Residence: Early Girl";"Childhood, Life cycle"
"1037";"SCCS418";"Sex of Parental Educators: Early Girls";"Childhood, Life cycle"
"1038";"SCCS895";"Decision to Engage in War [follows Otterbein 1970: 28-29, 144]";"Warfare, Politics"
"1039";"SCCS988";"Importance of Mothers for Both Boys and Girls, without Regard to Gender";"Childhood, Life cycle"
"1040";"SCCS702";"Community Is Part of a Kingdom";"Gender"
"1041";"SCCS388";"Sex of Parental Authority Figures: Late Girl";"Childhood, Life cycle"
"1042";"SCCS1332";"Importance of Boy Harvesting: Primary Crop";"Household, Labour, Gender"
"1043";"SCCS340";"Importance of Non-family Companions: Late Girl";"Childhood, Life cycle"
"1044";"SCCS1390";"Children 6 to 10 Planting: Secondary Crop";"Household, Labour, Gender"
"1045";"SCCS884";"Priest";"Health, Ritual"
"1046";"SCCS1567";"Importance of boy hunting";"Household, Labour, Gender"
"1047";"SCCS37";"Physical Protectiveness against Childhood Illness";"Infancy, Childhood"
"1048";"SCCS525";"Control by Caretakers - Others: Aver";"Childhood, Life cycle"
"1049";"SCCS370";"Sex of Parental Caretakers: Early Girl";"Childhood, Life cycle"
"1050";"SCCS419";"Sex of Parental Educators: Late Boys";"Childhood, Life cycle"
"1051";"SCCS595";"Men's Domestic Work";"Gender"
"1052";"SCCS1395";"Children over 10 Clear Land: Secondary Crop";"Household, Labour, Gender"
"1053";"SCCS46";"Weaning - Childhood Developmental Order of Onset (among categories: weaning, motor skills, autonomy, elimination control, covering genitals)";"Infancy, Childhood"
"1054";"SCCS1782";"Gossip on Boasting";"Kinship, Gossip, Politics"
"1055";"SCCS1330";"Importance of Boy Planting: Primary Crop";"Household, Labour, Gender"
"1056";"SCCS1554";"Children Gather with Adults";"Household, Labour, Gender"
"1057";"SCCS1805.1";"Fact_1 News & General Gossip Scale (sum of Men, Neighbors, Socializing & News, And Women Gossip)";"Kinship, Gossip, Politics"
"1058";"SCCS1637";"Adults Carry Water";"Household, Labour, Gender"
"1059";"SCCS1538";"Children over 10 Trade";"Household, Labour, Gender"
"1060";"SCCS137";"Manufacturing: Wood (sexual division of labor)";"Economy, Labour"
"1061";"SCCS59";"General Indulgence, Early Childhood (Taking 51 and 52 into Account)";"Infancy, Childhood"
"1062";"SCCS1331";"Importance of Boy Tending Crops: Primary Crop";"Household, Labour, Gender"
"1063";"SCCS893";"Frequency of External War - Being Attacked [follows Otterbein 1970: 84, 143-144]";"Warfare, Politics"
"1064";"SCCS1351";"Irrigation Used: Primary Crop";"Household, Labour, Gender"
"1065";"SCCS498";"Hostility and Aggression of Caretakers - Father: Aver";"Childhood, Life cycle"
"1066";"SCCS1497";"Children over 10 Herd Large Animals";"Household, Labour, Gender"
"1067";"SCCS1615";"Adults Gather Fuel";"Household, Labour, Gender"
"1068";"SCCS695";"Male Solidarity (Guttman Scale - See Young and Bacdayan 1965)";"Gender"
"1069";"SCCS62";"Compactness of Settlement";"Settlement, Community"
"1070";"SCCS124";"Extractive Industries: Lumbering (sexual division of labor)";"Economy, Labour"
"1071";"SCCS622";"Attendance and Participation in General Community Gathering";"Gender"
"1072";"SCCS1694";"General Scarification: Males";"Ritual, Ecology, Health"
"1073";"SCCS1449";"Animal Plow Used: Secondary Crop";"Household, Labour, Gender"
"1074";"SCCS1695";"General Scarification: Females";"Ritual, Ecology, Health"
"1075";"SCCS1970";"Dwelling or Room of Deceased Abandoned at Least Temporarily";"Life cycle, Mourning, Death, Ritual, Religion"
"1076";"SCCS1253";"Pathogen stress: Leishmanias";"Health, Ecology"
"1077";"SCCS1484";"Adult Preference in Herding Small Animals";"Household, Labour, Gender"
"1078";"SCCS1263";"Occurrence of Seasonal Starvation";"Subsistence, Health"
"1079";"SCCS1938";"Something Institutionalized Target";"Life cycle, Mourning, Death, Ritual, Religion"
"1080";"SCCS1691";"Sex Ratio Unit";"Warfare, Politics"
"1081";"SCCS1293";"Children 6 to 10 Soil Preparation: Primary Crop";"Household, Labour, Gender"
"1082";"SCCS1556";"Importance of Girl Gathering";"Household, Labour, Gender"
"1083";"SCCS1296";"Children 6 to 10 Harvesting: Primary Crop";"Household, Labour, Gender"
"1084";"SCCS374";"Sex of Principal Non-parental Caretakers: Early Girl";"Childhood, Life cycle"
"1085";"SCCS654";"Theories of Spirit Aggression";"Health, Ritual"
"1086";"SCCS1135";"Jurisdictional Perquisites";"Marriage, Kinship, Politics"
"1087";"SCCS1270";"Contingency of Famine";"Subsistence, Health"
"1088";"SCCS1682";"Reliability of Socially Organized Trespass Ratings (Var. 1678)";"Warfare, Politics"
"1089";"SCCS121";"Food Preparation: Cooking (sexual division of labor)";"Economy, Labour"
"1090";"SCCS1630";"Children over 10 Carry Burdens";"Household, Labour, Gender"
"1091";"SCCS636";"Joint Participation Scale";"Gender"
"1092";"SCCS1604";"Adults Tend Fires";"Household, Labour, Gender"
"1093";"SCCS580";"Participation in Collective Religious Ceremonies and Rituals";"Gender"
"1094";"SCCS405";"Sex of Principal Non-parental Disciplinarians: Early Boys";"Childhood, Life cycle"
"1095";"SCCS1937";"Somebody Institutionalized Target";"Life cycle, Mourning, Death, Ritual, Religion"
"1096";"SCCS369";"Sex of Parental Caretakers: Early Boy";"Childhood, Life cycle"
"1097";"SCCS1998";"Belief in Reincarnation of Deceased Adults";"Life cycle, Mourning, Death, Ritual, Religion"
"1098";"SCCS1934";"Outgroup Member Institutional Target";"Life cycle, Mourning, Death, Ritual, Religion"
"1099";"SCCS1134";"Despotic Bias in Conflict Resolution";"Marriage, Kinship, Politics"
"1100";"SCCS1338";"Importance of Girl Tending Crops: Primary Crop";"Household, Labour, Gender"
"1101";"SCCS679";"Warfare or Fighting";"Gender"
"1102";"SCCS339";"Importance of Non-family Companions: Late Boy";"Childhood, Life cycle"
"1103";"SCCS1163";"Divorce Causes - Economic: Other Economic Problems";"Marriage"
"1104";"SCCS573";"Ritual Warfare";"Ritual, Life cycle"
"1105";"SCCS1508";"Importance of Boy Herding Large Animals";"Household, Labour, Gender"
"1106";"SCCS1553";"Children Gather with Children";"Household, Labour, Gender"
"1107";"SCCS1173";"Divorce Causes - Ritual: Other Ritual Problems";"Marriage"
"1108";"SCCS897";"Conclusion of War [follows Otterbein 1970: 35, 144]";"Warfare, Politics"
"1109";"SCCS1523";"Children Do Wage Labour";"Household, Labour, Gender"
"1110";"SCCS1792";"Gossip on Laziness";"Kinship, Gossip, Politics"
"1111";"SCCS1918";"Crying Frequency";"Life cycle, Mourning, Death, Ritual, Religion"
"1112";"SCCS1820";"Government, Political and Legal System: 5.3 Political Changes, Uprising, Cargo Cults";"Modernization, Economy"
"1113";"SCCS1551";"Who Controls the Products of Gathering?";"Household, Labour, Gender"
"1114";"SCCS1195";"Bridewealth";"Kinship"
"1115";"SCCS424";"Sex of Principal Non-parental Educators: Late Girls";"Childhood, Life cycle"
"1116";"SCCS236";"Jurisdictional hierarchy of local community [Note, identical to EA032]";"Community organization"
"1117";"SCCS1789";"Gossip on Government/Colonial Affairs";"Kinship, Gossip, Politics"
"1118";"SCCS373";"Sex of Principal Non-parental Caretakers: Early Boy";"Childhood, Life cycle"
"1119";"SCCS423";"Sex of Principal Non-parental Educators: Late Boys";"Childhood, Life cycle"
"1120";"SCCS879";"Shaman";"Health, Ritual"
"1121";"SCCS896";"Commencement of War [follows Otterbein 1970: 32, 144]";"Warfare, Politics"
"1122";"SCCS1565";"Children hunt with adults";"Household, Labour, Gender"
"1123";"SCCS1350";"Other Primary Crop Name";"Household, Labour, Gender"
"1124";"SCCS646";"Theories of Stress";"Health, Ritual"
"1125";"SCCS629";"Kin Power Scale";"Gender"
"1126";"SCCS1486";"Goats Present";"Household, Labour, Gender"
"1127";"SCCS417";"Sex of Parental Educators: Early Boys";"Childhood, Life cycle"
"1128";"SCCS666";"Moderate or Frequent Interpersonal Violence";"Gender"
"1129";"SCCS1798";"Gossip on Sex/Sexual Joking";"Kinship, Gossip, Politics"
"1130";"SCCS431";"Use of Example: Late Boys";"Childhood, Life cycle"
"1131";"SCCS1191";"Levirate";"Kinship"
"1132";"SCCS258";"Age or occupational specialization: boat building [Note, identical to EA059]";"Labour, Economy"
"1133";"SCCS1759";"Affection during Early Childhood";"Subsistence, Kinship, Politics"
"1134";"SCCS1433";"Importance of Girl Planting: Secondary Crop";"Household, Labour, Gender"
"1135";"SCCS1734";"Market Exchange outside of Local Community";"Subsistence, Kinship, Politics"
"1136";"SCCS1526";"Children over 10 Do Wage Labour";"Household, Labour, Gender"
"1137";"SCCS371";"Sex of Parental Caretakers: Late Boy";"Childhood, Life cycle"
"1138";"SCCS1831";"Information and Education: 9.2 Changes in Education";"Modernization, Economy"
"1139";"SCCS1784";"Gossip on Cattle/Livestock";"Kinship, Gossip, Politics"
"1140";"SCCS694";"Male Initiation Ceremonies (Guttman Scale - See Frank Young, 1965)";"Gender"
"1141";"SCCS1552";"Children Gather Alone";"Household, Labour, Gender"
"1142";"SCCS1557";"Adult Preference Gathering";"Household, Labour, Gender"
"1143";"SCCS1254";"Pathogen stress: Trypanosomes";"Health, Ecology"
"1144";"SCCS1569";"Adult preference hunting";"Household, Labour, Gender"
"1145";"SCCS430";"Use of Example: Early Girls";"Childhood, Life cycle"
"1146";"SCCS176";"Homosexuality";"Life cycle, Marriage, Sexual practices"
"1147";"SCCS594";"Control of Disposal and Use of Fruits of the Labour Done Solely by Women";"Gender"
"1148";"SCCS1413";"Children Tend Crops with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1149";"SCCS21";"Food Surplus via Storage";"Subsistence, Economy"
"1150";"SCCS429";"Use of Example: Early Boys";"Childhood, Life cycle"
"1151";"SCCS1797";"Gossip on Scandal";"Kinship, Gossip, Politics"
"1152";"SCCS1420";"Children Tend Crops with Adults: Secondary Crop";"Household, Labour, Gender"
"1153";"SCCS1155";"Divorce Causes - Personality: Other Personality Problems";"Marriage"
"1154";"SCCS29";"Infant Carrying Position";"Infancy, Childhood"
"1155";"SCCS432";"Use of Example: Late Girls";"Childhood, Life cycle"
"1156";"SCCS1488";"Pigs Present";"Household, Labour, Gender"
"1157";"SCCS1489";"Rabbits and Guinea Pigs Present";"Household, Labour, Gender"
"1158";"SCCS1421";"Children Harvest with Adults: Secondary Crop";"Household, Labour, Gender"
"1159";"SCCS1414";"Children Harvest with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1160";"SCCS1533";"Adult Preference Wage Labour";"Household, Labour, Gender"
"1161";"SCCS338";"Importance of Non-family Companions: Early Girl";"Childhood, Life cycle"
"1162";"SCCS30";"Infant Eye Contact with Carrier";"Infancy, Childhood"
"1163";"SCCS31";"Infant Crying - Response";"Infancy, Childhood"
"1164";"SCCS946";"Duration of Personal Birth Restrictions. Each Category Specifies a Period of Time after Birth before the Woman Resumes Her Usual Domestic and Economic Activities";"Marriage, Life cycle"
"1165";"SCCS1425";"Importance of Boy Preparing Soil: Secondary Crop";"Household, Labour, Gender"
"1166";"SCCS891";"Frequency of Internal War Otterbein (1970: 3, 84, 143) Definition of Internal War";"Warfare, Politics"
"1167";"SCCS1140";"Divorce Causes - Infidelity: Disobedience or Disrespect";"Marriage"
"1168";"SCCS1971";"Temporary or Permanent Camp or Village Abandonment";"Life cycle, Mourning, Death, Ritual, Religion"
"1169";"SCCS1419";"Children Plant with Adults: Secondary Crop";"Household, Labour, Gender"
"1170";"SCCS1811";"Technology: 2.3. Major Technological Changes";"Modernization, Economy"
"1171";"SCCS1417";"Children Clear Land with Adults: Secondary Crop";"Household, Labour, Gender"
"1172";"SCCS676";"Creation Stories";"Gender"
"1173";"SCCS1136";"Divorce Causes - Infidelity: Adultery";"Marriage"
"1174";"SCCS912";"Plunder (including Captives for Slaves, Hostages, Adoption)";"Warfare, Politics"
"1175";"SCCS1516";"Donkeys/Mules Present";"Household, Labour, Gender"
"1176";"SCCS1194";"Indirect Exchange of Wives";"Kinship"
"1177";"SCCS1566";"Children hunt with adults";"Household, Labour, Gender"
"1178";"SCCS1485";"Adult Preference in Caring for Small Animals";"Household, Labour, Gender"
"1179";"SCCS139";"Manufacturing: Stone (sexual division of labor)";"Economy, Labour"
"1180";"SCCS357";"Sex of Non-parents in Residence: Early Boy";"Childhood, Life cycle"
"1181";"SCCS1156";"Divorce Causes - Economic: Laziness";"Marriage"
"1182";"SCCS898";"Peace Ceremony";"Warfare, Politics"
"1183";"SCCS513";"Indifference of Caretakers - Others: Aver";"Childhood, Life cycle"
"1184";"SCCS593";"Control of Disposal and Use of Fruits of the Labour Done by Men and Women";"Gender"
"1185";"SCCS1152";"Divorce Causes - Personality: Displeasingness";"Marriage"
"1186";"SCCS1813";"Agriculture: 3.2 Changes in Agriculture and Crops";"Modernization, Economy"
"1187";"SCCS337";"Importance of Non-family Companions: Early Boy";"Childhood, Life cycle"
"1188";"SCCS1766";"Corporal Punishment of Boys in Late Childhood";"Subsistence, Kinship, Politics"
"1189";"SCCS1596";"Children over 10 Cook";"Household, Labour, Gender"
"1190";"SCCS1581";"Adults do housekeeping";"Household, Labour, Gender"
"1191";"SCCS1487";"Sheep Present";"Household, Labour, Gender"
"1192";"SCCS1853";"Disarticulation: Scale Two";"Life cycle, Mourning, Death, Ritual, Religion"
"1193";"SCCS1703";"Pathogen: Wound Opportunistic Spirochetes";"Ritual, Ecology, Health"
"1194";"SCCS1192";"Structurally Opposed Kin Groups";"Kinship"
"1195";"SCCS624";"Any Belief That the Status of Women Has Changed in Folklore or History";"Gender"
"1196";"SCCS1475";"Children Herd Small Animals with Children";"Household, Labour, Gender"
"1197";"SCCS678";"Food Stress or Hunger";"Gender"
"1198";"SCCS1692";"Scarification 1: Males";"Ritual, Ecology, Health"
"1199";"SCCS218";"Transfer of residence at marriage: alternate [Note, identical to EA013]";"Marriage, Kinship"
"1200";"SCCS1570";"Adults do child care";"Household, Labour, Gender"
"1201";"SCCS771";"(No) Mediation/Negotiation/Arbitration: Third Parties in Disputes, Unable to Impose a Binding Decision, but May Facilitate Settlement";"Politics"
"1202";"SCCS1169";"Divorce Causes - In-law Conflicts: Other In-law Problems";"Marriage"
"1203";"SCCS1828";"Behavior: 8.1 Introduction of Drugs Such as Tobacco, Alcohol";"Modernization, Economy"
"1204";"SCCS1190";"Sororate";"Kinship"
"1205";"SCCS1412";"Children Plant with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1206";"SCCS1805.2";"Fact_2 Political Gossip Scale (sum of Family, Govt., Political Gossip)";"Kinship, Gossip, Politics"
"1207";"SCCS57";"General Indulgence, Infancy (Taking 51 and 52 into Account)";"Infancy, Childhood"
"1208";"SCCS1781";"Gossip on Adultery";"Kinship, Gossip, Politics"
"1209";"SCCS1426";"Importance of Boy Planting: Secondary Crop";"Household, Labour, Gender"
"1210";"SCCS1800";"Gossip on Socializing/News";"Kinship, Gossip, Politics"
"1211";"SCCS1407";"Children Harvest Alone: Secondary Crop";"Household, Labour, Gender"
"1212";"SCCS1833";"Health: 10.1 Introduction of Foreign Medical Practices, Hospitals";"Modernization, Economy"
"1213";"SCCS1418";"Children Prepare Soil with Adults: Secondary Crop";"Household, Labour, Gender"
"1214";"SCCS1838";"Religion: 11.3 Changes in Burial Practices or Other Rituals";"Modernization, Economy"
"1215";"SCCS883";"Sorcerer/Witch";"Health, Ritual"
"1216";"SCCS1802";"Gossip on Women";"Kinship, Gossip, Politics"
"1217";"SCCS1119";"External War Only (Ott: 143-49 Variables 4, 5, 6) (E&e: 204, 205, 207, 209, 304-306)";"Warfare, Politics"
"1218";"SCCS665";"Male Segregation";"Gender"
"1219";"SCCS1410";"Children Clear Land with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1220";"SCCS1415";"Children Do Unspecified Chores with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1221";"SCCS1434";"Importance of Girl Tending Crops: Secondary Crop";"Household, Labour, Gender"
"1222";"SCCS831";"Differentiation of Adolescence from Childhood for Boys";"Life cycle, Childhood"
"1223";"SCCS588";"Community-wide Exclusively Female Work Groups";"Gender"
"1224";"SCCS1733";"Market Exchange within Local Community";"Subsistence, Kinship, Politics"
"1225";"SCCS1568";"Importance of girl hunting";"Household, Labour, Gender"
"1226";"SCCS1406";"Children Tend Crops Alone: Secondary Crop";"Household, Labour, Gender"
"1227";"SCCS1139";"Divorce Causes - Infidelity: Cruelty or Maltreatment";"Marriage"
"1228";"SCCS1428";"Importance of Boy Harvesting: Secondary Crop";"Household, Labour, Gender"
"1229";"SCCS968";"Age of Man at Establishment of Marriage: First Marriage";"Marriage, Life cycle"
"1230";"SCCS41";"Autonomy - Encouragement in Childhood";"Infancy, Childhood"
"1231";"SCCS832";"Differentiation of Adolescence from Childhood for Girls";"Life cycle, Childhood"
"1232";"SCCS372";"Sex of Parental Caretakers: Late Girl";"Childhood, Life cycle"
"1233";"SCCS715";"Systematic Absences of Married Males (Military Service, Labour Elsewhere, Extended Trade Expeditions, etc.)";"Gender"
"1234";"SCCS1993";"Dances at Final Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1235";"SCCS1805.8";"Fact_8 Cattle & Marriage Gossip Scale (sum of Cattle And Marriage Gossip)";"Kinship, Gossip, Politics"
"1236";"SCCS1822";"Family/Social Organization: 6.1 Changes in Family Structure";"Modernization, Economy"
"1237";"SCCS1512";"Adult Preference in Herding Large Animals";"Household, Labour, Gender"
"1238";"SCCS1510";"Importance of Boy Care for Large Animals";"Household, Labour, Gender"
"1239";"SCCS1193";"Exogamous Nonlocalized Descent Groups";"Kinship"
"1240";"SCCS1979";"Mourning: Duration, Adult Offspring";"Life cycle, Mourning, Death, Ritual, Religion"
"1241";"SCCS1287";"Children under 6 Planting: Primary Crop";"Household, Labour, Gender"
"1242";"SCCS1799";"Gossip on Social Control";"Kinship, Gossip, Politics"
"1243";"SCCS566";"Male Segregation Practices";"Ritual, Life cycle"
"1244";"SCCS8";"Fish";"Subsistence, Economy"
"1245";"SCCS1834";"Health: 10.2 Introduction of Foreign Diseases";"Modernization, Economy"
"1246";"SCCS1806";"Trade: 1.1. Changes in Trade and Trade Goods";"Modernization, Economy"
"1247";"SCCS1564";"Children hunt alone";"Household, Labour, Gender"
"1248";"SCCS1304";"Children over 10 Agricultural Tasks Unspecified: Primary Crop";"Household, Labour, Gender"
"1249";"SCCS1357";"Animal Manure Used: Primary Crop";"Household, Labour, Gender"
"1250";"SCCS1453";"Animal Manure Used: Secondary Crop";"Household, Labour, Gender"
"1251";"SCCS1151";"Divorce Causes - Personality: Mutual Consent";"Marriage"
"1252";"SCCS612";"Average Relative Age at First Marriage of Men and of Women";"Gender"
"1253";"SCCS586";"Relative Time and Effort Expended on Subsistence Activities";"Gender"
"1254";"SCCS1457";"Crop Supervision: Secondary Crop";"Household, Labour, Gender"
"1255";"SCCS745";"Grounds for Divorce (Male)";"Gender, Marriage"
"1256";"SCCS1693";"Scarification 1: Females";"Ritual, Ecology, Health"
"1257";"SCCS587";"Community-wide Exclusively Male Work Groups";"Gender"
"1258";"SCCS1793";"Gossip on Men";"Kinship, Gossip, Politics"
"1259";"SCCS1328";"Importance of Boy Clearing: Primary Crop";"Household, Labour, Gender"
"1260";"SCCS719";"Total Pages in Sources Consulted";"Gender"
"1261";"SCCS1268";"Persistence of Famine";"Subsistence, Health"
"1262";"SCCS1505";"Children Care for Large Animals Alone";"Household, Labour, Gender"
"1263";"SCCS1470";"Children under 10 Care for Small Animals";"Household, Labour, Gender"
"1264";"SCCS406";"Sex of Principal Non-parental Disciplinarians: Early Girls";"Childhood, Life cycle"
"1265";"SCCS1403";"Children Clear Land Alone: Secondary Crop";"Household, Labour, Gender"
"1266";"SCCS910";"Collection of Tribute";"Warfare, Politics"
"1267";"SCCS220";"Organization of clan communities [Note, identical to EA016]";"Marriage, Kinship, Community organization"
"1268";"SCCS1400";"Children over 10 Agricultural Tasks Unspecified: Secondary Crop";"Household, Labour, Gender"
"1269";"SCCS1165";"Divorce Causes - In-law Conflicts: Inadequately Serving In-laws";"Marriage"
"1270";"SCCS1405";"Children Plant Alone: Secondary Crop";"Household, Labour, Gender"
"1271";"SCCS1502";"Children Herd Large Animals Alone";"Household, Labour, Gender"
"1272";"SCCS1642";"Children Carry Water Alone";"Household, Labour, Gender"
"1273";"SCCS1852";"Secondary Bone/Body Treatment: Scale Two";"Life cycle, Mourning, Death, Ritual, Religion"
"1274";"SCCS1940";"Spontaneous Aggression after Sudden Death";"Life cycle, Mourning, Death, Ritual, Religion"
"1275";"SCCS1329";"Importance of Boy Preparing Soil: Primary Crop";"Household, Labour, Gender"
"1276";"SCCS674";"Origin of First Creator or Ancestor";"Gender"
"1277";"SCCS1479";"Children Care for Small Animals with Adults";"Household, Labour, Gender"
"1278";"SCCS1476";"Children Herd Small Animals with Adults";"Household, Labour, Gender"
"1279";"SCCS1404";"Children Prepare Soil Alone: Secondary Crop";"Household, Labour, Gender"
"1280";"SCCS1585";"Children over 10 do housekeeping";"Household, Labour, Gender"
"1281";"SCCS1480";"Importance of Boy Herding Small Animals";"Household, Labour, Gender"
"1282";"SCCS1154";"Divorce Causes - Personality: Bad Temper";"Marriage"
"1283";"SCCS1159";"Divorce Causes - Economic: Inadequate Food";"Marriage"
"1284";"SCCS1794";"Gossip on Murder/Assault";"Kinship, Gossip, Politics"
"1285";"SCCS565";"Menstrual Segregation";"Ritual, Life cycle"
"1286";"SCCS767";"(No) Conflict (Social or Political) in the Local Community";"Politics"
"1287";"SCCS1815";"Transportation: 4.1. Mechanical Transport (Automobiles, Railroads, Buses)";"Modernization, Economy"
"1288";"SCCS1527";"Who Controls the Earnings of Wage Labour?";"Household, Labour, Gender"
"1289";"SCCS1411";"Children Prepare Soil with Other Kids: Secondary Crop";"Household, Labour, Gender"
"1290";"SCCS634";"Control of Sex Scale";"Gender"
"1291";"SCCS915";"Defense";"Warfare, Politics"
"1292";"SCCS882";"Medium";"Health, Ritual"
"1293";"SCCS169";"Extramarital Sex";"Life cycle, Marriage, Sexual practices"
"1294";"SCCS1174";"Divorce Causes - Absence or Desertion:";"Marriage"
"1295";"SCCS1801";"Gossip on Wife Beating";"Kinship, Gossip, Politics"
"1296";"SCCS1427";"Importance of Boy Tending Crops: Secondary Crop";"Household, Labour, Gender"
"1297";"SCCS1795";"Gossip on Neighbors";"Kinship, Gossip, Politics"
"1298";"SCCS1168";"Divorce Causes - In-law Conflicts: Spouse Favors Kin";"Marriage"
"1299";"SCCS1474";"Children Herd Small Animals Alone";"Household, Labour, Gender"
"1300";"SCCS1855";"Disarticulation: Scale Three";"Life cycle, Mourning, Death, Ritual, Religion"
"1301";"SCCS1435";"Importance of Girl Harvesting: Secondary Crop";"Household, Labour, Gender"
"1302";"SCCS58";"General Indulgence, Infancy - Modifiers of General Scale Types";"Infancy, Childhood"
"1303";"SCCS1810";"Technology: 2.2. Minor Technological Developments";"Modernization, Economy"
"1304";"SCCS1117";"Internal Warfare (or Feuding) (E&e 1983: 178, 179, 185, 188, 304-306) (Ott: 143-49 Variable 4)";"Warfare, Politics"
"1305";"SCCS911";"Acquisition of Land : Fields, Hunting/Fishing Territories, Pastures";"Warfare, Politics"
"1306";"SCCS1539";"Who Controls the Cash from Trade?";"Household, Labour, Gender"
"1307";"SCCS1388";"Children 6 to 10 Clear Land: Secondary Crop";"Household, Labour, Gender"
"1308";"SCCS1422";"Children Do Unspecified Agricultural Tasks with Adults: Secondary Crop";"Household, Labour, Gender"
"1309";"SCCS794";"(Low) Female Participation in Private Political Arenas, Relative to Males";"Politics"
"1310";"SCCS653";"Theories of Soul Loss";"Health, Ritual"
"1311";"SCCS1750";"Frequency of Violent Conflict between Groups within Local Communities";"Subsistence, Kinship, Politics"
"1312";"SCCS1129";"Cropping Index Data Quality: Inferences";"Subsistence"
"1313";"SCCS1143";"Divorce Causes - Infidelity: Another Lover";"Marriage"
"1314";"SCCS1198";"Avoidance: M-wf or M-dh Wife's Father";"Kinship"
"1315";"SCCS481";"Warmth and Affection of Caretakers - Mother: Boy";"Childhood, Life cycle"
"1316";"SCCS1319";"Children Do Unspecified Chores with Other Kids: Primary Crop";"Household, Labour, Gender"
"1317";"SCCS1436";"Importance of Girl Unspecified Agricultural Tasks: Secondary Crop";"Household, Labour, Gender"
"1318";"SCCS1584";"Children 6 to 10 do housekeeping";"Household, Labour, Gender"
"1319";"SCCS1478";"Children Care for Small Animals with Children";"Household, Labour, Gender"
"1320";"SCCS1763";"Emphasis on Honesty";"Subsistence, Kinship, Politics"
"1321";"SCCS1284";"Child Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1322";"SCCS661";"Female Political Participation, at Least Informal Influence";"Gender"
